old_name	name	source	shape	disposition	confidence	reason
HudUiPanelSpan	HudUiPanelSpan	src/GameZRecoil/zHud/zhud_ui.h:2860; src/GameZRecoil/zHud/zhud_ui.h:2867	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiPanelSpanVec	HudUiPanelSpanVec	src/GameZRecoil/zHud/zhud_ui.h:2941	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiCreditsBackButton	HudUiCreditsBackButton	src/GameZRecoil/zHud/zhud_ui.h:3020	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiCreditsQuitButton	HudUiCreditsQuitButton	src/GameZRecoil/zHud/zhud_ui.h:3024	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiZrdScrollingText	HudUiZrdScrollingText	src/GameZRecoil/zHud/zhud_ui.h:3032	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiCreditsPanel	HudUiCreditsPanel	src/GameZRecoil/zHud/zhud_ui.h:3057	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiPanelSimple	HudUiPanelSimple	src/GameZRecoil/zHud/zhud_ui.h:3079	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiShieldMessageWidget	HudUiShieldMessageWidget	src/GameZRecoil/zHud/zhud_ui.h:3087	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiTimerPanelFloat	HudUiTimerPanelFloat	src/GameZRecoil/zHud/zhud_ui.h:3109	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiStringMenu	HudUiStringMenu	src/GameZRecoil/zHud/zhud_ui.h:3124	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiStatsListElement	HudUiStatsListElement	src/GameZRecoil/zHud/zhud_ui.h:3139	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiTimerPanel	HudUiTimerPanel	src/GameZRecoil/zHud/zhud_ui.h:3153	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiCounterTextPanel	HudUiCounterTextPanel	src/GameZRecoil/zHud/zhud_ui.h:3185	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiScoreboardEntry	HudUiScoreboardEntry	src/GameZRecoil/zHud/zhud_ui.h:3195	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiTriplet	HudUiTriplet	src/GameZRecoil/zHud/zhud_ui.h:3206	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiTextStack4	HudUiTextStack4	src/GameZRecoil/zHud/zhud_ui.h:3251	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiTopMessageStack	HudUiTopMessageStack	src/GameZRecoil/zHud/zhud_ui.h:3278	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiChatMessageStack	HudUiChatMessageStack	src/GameZRecoil/zHud/zhud_ui.h:3287	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVidImageFileHeader	zVidImageFileHeader	src/GameZRecoil/zImage/zimg_texture.cpp:1936; src/GameZRecoil/zVideo/zvid_main.c:2477	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zInput_BindMapContext	zInput_BindMapContext	src/GameZRecoil/zInput/zInput.h:26	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zInput_BindMapOverlayStackNode	zInput_BindMapOverlayStackNode	src/GameZRecoil/zInput/zInput.h:142	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zInput_BindGroupInfo	CZInputBindGroupInfo	src/GameZRecoil/zInput/zInput.h:154	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zInput_FFEffectSet	zInput_FFEffectSet	src/GameZRecoil/zInput/zInput.h:185	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zInput_PlayerStatePartial	zInput_PlayerStatePartial	src/GameZRecoil/zInput/zInput.h:247	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zInput_GameStateOrMapTablePartial	zInput_GameStateOrMapTablePartial	src/GameZRecoil/zInput/zInput.h:290	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
KbdKeyDispatchEntry	KbdKeyDispatchEntry	src/GameZRecoil/zInput/zInput.h:314	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
JoystickAxisConfigEntry	JoystickAxisConfigEntry	src/GameZRecoil/zInput/zInput.h:382	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
JoystickAxisConfig	JoystickAxisConfig	src/GameZRecoil/zInput/zInput.h:391	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
DIDeviceCaps	DIDeviceCaps	src/GameZRecoil/zInput/zInput.h:396	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
MouseDeviceState	MouseDeviceState	src/GameZRecoil/zInput/zInput.h:417	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
MouseStateSnapshot	MouseStateSnapshot	src/GameZRecoil/zInput/zInput.h:426	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zInput_DeviceRegistry	zInput_DeviceRegistry	src/GameZRecoil/zInput/zInput.h:669	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zInput_GlobalState	zInput_GlobalState	src/GameZRecoil/zInput/zInput.h:681	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
DipropDwordLocal	DipropDwordLocal	src/GameZRecoil/zInput/zin_joystick.cpp:293	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
DipropRangeLocal	DipropRangeLocal	src/GameZRecoil/zInput/zin_joystick.cpp:320; src/GameZRecoil/zInput/zin_joystick.cpp:349	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
DipropDwordInit	DipropDwordInit	src/GameZRecoil/zInput/zin_kbd.cpp:24; src/GameZRecoil/zInput/zin_mouse.cpp:11	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zInterp_RuntimeBlob	zInterpPolygonState	src/GameZRecoil/zInterp/zInterp.h:21	record/other	renamed	Inferred or retained external spelling	Inferred interpreter record spelling; retain POD/union identity and layout.
zInterp_FileFrame	zInterpFileFrame	src/GameZRecoil/zInterp/zInterp.h:40	record/other	renamed	Inferred or retained external spelling	Inferred interpreter record spelling; retain POD/union identity and layout.
zInterp_PreparedScriptEntry	zInterpPreparedScriptEntry	src/GameZRecoil/zInterp/zInterp.h:46	record/other	renamed	Inferred or retained external spelling	Inferred interpreter record spelling; retain POD/union identity and layout.
zInterp_PreparedScriptHeader	zInterpPreparedScriptHeader	src/GameZRecoil/zInterp/zInterp.h:57	record/other	renamed	Inferred or retained external spelling	Inferred interpreter record spelling; retain POD/union identity and layout.
zInterp_MacroEntry	zInterpMacroEntry	src/GameZRecoil/zInterp/zInterp.h:63	record/other	renamed	Inferred or retained external spelling	Inferred interpreter record spelling; retain POD/union identity and layout.
zInterp_VarEntry	zInterpVarEntry	src/GameZRecoil/zInterp/zInterp.h:74	record/other	renamed	Inferred or retained external spelling	Inferred interpreter record spelling; retain POD/union identity and layout.
zInterp_Context	CZInterp	src/GameZRecoil/zInterp/zInterp.h:99	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zInterp_GlobalContext	CRecoilInterp	src/GameZRecoil/zInterp/zInterp.h:230	class/interface	renamed	Same-engine default / inferred	Inferred class spelling: constructor/virtual evidence and documented class-prefix default; preserve class model.
zVec3	zVec3	src/GameZRecoil/zMath/zmth_types.h:8	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zVec2	zVec2	src/GameZRecoil/zMath/zmth_types.h:16	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zMat4x3	zMat4x3	src/GameZRecoil/zMath/zmth_types.h:21	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zQuat	zQuat	src/GameZRecoil/zMath/zmth_types.h:44	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zBBox3f	zBBox3f	src/GameZRecoil/zMath/zmth_types.h:59	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zBBoxCorners	zBBoxCorners	src/GameZRecoil/zMath/zmth_types.h:68	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zProjectedPoint	zProjectedPoint	src/GameZRecoil/zMath/zmth_types.h:72	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zProjectedSphere	zProjectedSphere	src/GameZRecoil/zMath/zmth_types.h:78	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zModel_LightStatePartial	zModel_LightStatePartial	src/GameZRecoil/zModel/gmod.h:57	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zModel_ActiveLightEntryLive	zModel_ActiveLightEntryLive	src/GameZRecoil/zModel/gmod.h:62	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zModel_FogTargetColorOverride	zModel_FogTargetColorOverride	src/GameZRecoil/zModel/gmod.h:90	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zModel_MaterialSlot	zModel_MaterialSlot	src/GameZRecoil/zModel/gmod.h:123	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zModel_Uv	zModel_Uv	src/GameZRecoil/zModel/gmod.h:164	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zModel_TextureScrollInfoPartial	zModel_TextureScrollInfoPartial	src/GameZRecoil/zModel/gmod.h:169	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zModel_TextureRefPartial	zModel_TextureRefPartial	src/GameZRecoil/zModel/gmod.h:175	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zModel_MaterialTextureBindingPartial	zModel_MaterialTextureBindingPartial	src/GameZRecoil/zModel/gmod.h:179	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zModel_InstanceSurfaceEntryPartial	zModel_InstanceSurfaceEntryPartial	src/GameZRecoil/zModel/gmod.h:186	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zModel_InstancePartial	zModel_InstancePartial	src/GameZRecoil/zModel/gmod.h:194	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
MaterialClonePair	MaterialClonePair	src/GameZRecoil/zModel/gmod_const.c:238	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zNetwork_PlayerRecord	zNetwork_PlayerRecord	src/GameZRecoil/zNetwork/znet.h:32	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zNetworkDPlaySystemMessageFields	zNetworkDPlaySystemMessageFields	src/GameZRecoil/zNetwork/znet.h:42	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zNetworkDPlaySystemMessage	zNetworkDPlaySystemMessage	src/GameZRecoil/zNetwork/znet.h:52	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zNetworkPacketHeader	zNetworkPacketHeader	src/GameZRecoil/zNetwork/znet.h:135	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zNetworkPlayerColorPair	zNetworkPlayerColorPair	src/GameZRecoil/zNetwork/znet.h:141	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
NetPkt01_PlayerColorAssignments	NetPkt01_PlayerColorAssignments	src/GameZRecoil/zNetwork/znet.h:146	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zNetworkDPlaySessionDescCache	zNetworkDPlaySessionDescCache	src/GameZRecoil/zNetwork/znet.h:157	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zNetworkSessionDescStatusFields	zNetworkSessionDescStatusFields	src/GameZRecoil/zNetwork/znet.h:163	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zNetworkDPlayServiceProviderInfo	zNetworkDPlayServiceProviderInfo	src/GameZRecoil/zNetwork/znet.h:173	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zNetworkPlayerRecordListNode	zNetworkPlayerRecordListNode	src/GameZRecoil/zNetwork/znet.h:229	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zNetworkPlayerRecordList	zNetworkPlayerRecordList	src/GameZRecoil/zNetwork/znet.h:235	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zNetworkDispatchHandlerRecord	zNetworkDispatchHandlerRecord	src/GameZRecoil/zNetwork/znet.h:241	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
Node	Node	src/GameZRecoil/zReader/zreader.h:31	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zArchiveListNode	zArchiveListNode	src/GameZRecoil/zReader/zreader.h:73	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zArchiveList	zArchiveList	src/GameZRecoil/zReader/zreader.h:79	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zZarFileRecord	zZarFileRecord	src/GameZRecoil/zReader/zreader.h:87	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zZarFileTime	zZarFileTime	src/GameZRecoil/zReader/zreader.h:97	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zIndexArchive	zIndexArchive	src/GameZRecoil/zReader/zreader.h:102	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zRndr_LensFlareSource	zRndr_LensFlareSource	src/GameZRecoil/zRender/zrndr.h:22	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zRndr_LensFlareVisibleSampleDef	zRndr_LensFlareVisibleSampleDef	src/GameZRecoil/zRender/zrndr.h:38	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zRndr_LinePoint2I	zRndr_LinePoint2I	src/GameZRecoil/zRender/zrndr.h:48	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zRndr_LineClipRect2I	zRndr_LineClipRect2I	src/GameZRecoil/zRender/zrndr.h:53	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
ActiveRegionRectPartial	ActiveRegionRectPartial	src/GameZRecoil/zRender/zrndr.h:105	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
FogParamsPartial	FogParamsPartial	src/GameZRecoil/zRender/zrndr.h:120	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
SpanOccluderPolyPartial	SpanOccluderPolyPartial	src/GameZRecoil/zRender/zrndr.h:131	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
SpanNodePartial	SpanNodePartial	src/GameZRecoil/zRender/zrndr.h:136	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zRndr_SpanEspPivotSave	zRndr_SpanEspPivotSave	src/GameZRecoil/zRender/zrndr.h:149	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zMmxQword	zMmxQword	src/GameZRecoil/zRender/zrndr.h:164	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
LensFlareSamplePartial	LensFlareSamplePartial	src/GameZRecoil/zRender/zrndr.h:171	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
QueuedVec3	QueuedVec3	src/GameZRecoil/zRender/zrndr.h:179	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
QueuedPolyClipOverlay	QueuedPolyClipOverlay	src/GameZRecoil/zRender/zrndr.h:185	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
TransparentQueuedPolyDrawCmd	TransparentQueuedPolyDrawCmd	src/GameZRecoil/zRender/zrndr.h:190	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
OverwriteQueuedPolyDrawCmd	OverwriteQueuedPolyDrawCmd	src/GameZRecoil/zRender/zrndr.h:208	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
ScanVertex	ScanVertex	src/GameZRecoil/zRender/zrndr_draw.c:1073	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
ScanConvertEdge	ScanConvertEdge	src/GameZRecoil/zRender/zrndr_draw.c:1078; src/GameZRecoil/zRender/zrndr_draw.c:2560	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
Plane2f	Plane2f	src/GameZRecoil/zRender/zrndr_draw.c:2474	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
TexturedPlanes	TexturedPlanes	src/GameZRecoil/zRender/zrndr_draw.c:2479	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndSampleReplayFields	zSndSampleReplayFields	src/GameZRecoil/zSound/zsnd.h:33	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndPlayHandle	zSndPlayHandle	src/GameZRecoil/zSound/zsnd.h:40	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndPlayHandleSnapshotPayload	zSndPlayHandleSnapshotPayload	src/GameZRecoil/zSound/zsnd.h:91	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndPlayHandleSnapshotItem	zSndPlayHandleSnapshotItem	src/GameZRecoil/zSound/zsnd.h:102	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndPlayHandleSnapshot	zSndPlayHandleSnapshot	src/GameZRecoil/zSound/zsnd.h:108	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndListenerState	zSndListenerState	src/GameZRecoil/zSound/zsnd.h:128	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndQualityVariant	zSndQualityVariant	src/GameZRecoil/zSound/zsnd.h:135	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndCuePoint	zSndCuePoint	src/GameZRecoil/zSound/zsnd.h:142	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndWaveData	zSndWaveData	src/GameZRecoil/zSound/zsnd.h:151	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndSample	zSndSample	src/GameZRecoil/zSound/zsnd.h:175	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndSampleSet	zSndSampleSet	src/GameZRecoil/zSound/zsnd.h:255	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndGroupConfigBlock	zSndGroupConfigBlock	src/GameZRecoil/zSound/zsnd.h:282	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndGroupRuntimeFields	zSndGroupRuntimeFields	src/GameZRecoil/zSound/zsnd.h:292	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndGroup	zSndGroup	src/GameZRecoil/zSound/zsnd.h:305	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndStreamRequest	zSndStreamRequest	src/GameZRecoil/zSound/zsnd.h:334	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndFadeEntry	zSndFadeEntry	src/GameZRecoil/zSound/zsnd.h:353	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndFadeListNode	zSndFadeListNode	src/GameZRecoil/zSound/zsnd.h:362	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndFadeList	zSndFadeList	src/GameZRecoil/zSound/zsnd.h:368	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndFadeListCursor	zSndFadeListCursor	src/GameZRecoil/zSound/zsnd.h:379	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndCdTrackEntry	zSndCdTrackEntry	src/GameZRecoil/zSound/zsnd.h:388	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndCdTrackState	zSndCdTrackState	src/GameZRecoil/zSound/zsnd_cd.cpp:15	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zSndDirectSoundLegacyBufferDesc	zSndDirectSoundLegacyBufferDesc	src/GameZRecoil/zSound/zsnd_create.cpp:36	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
CpuBenchmarkResult	CpuBenchmarkResult	src/GameZRecoil/zSys/zsys.h:24	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
CpuBenchmarkResolver	CpuBenchmarkResolver	src/GameZRecoil/zSys/zsys_cpu.cpp:35	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
CpuVendorBuffer	CpuVendorBuffer	src/GameZRecoil/zSys/zsys_cpu.cpp:154; src/GameZRecoil/zSys/zsys_cpu.cpp:389	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
CpuFeatureScratch	CpuFeatureScratch	src/GameZRecoil/zSys/zsys_cpu.cpp:155	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
Sub64Scratch	Sub64Scratch	src/GameZRecoil/zSys/zsys_cpu.cpp:1224	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
TimeRuntimeConfig	TimeRuntimeConfig	src/GameZRecoil/zTime/Time.h:13	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
FieldAt	FieldAt	src/GameZRecoil/zUI/zui_widgets.cpp:770	class/interface	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
HudUiZrdDeleteChildIfPresent	HudUiZrdDeleteChildIfPresent	src/GameZRecoil/zUI/zui_widgets.cpp:880	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zZbdSectionHandler	zZbdSectionHandler	src/GameZRecoil/zUtil/zbd.h:13	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
